c2_ip	first_seen	last_seen	protocol	port	version	watermark	pubkey_md5	domains	host_header
34.92.17.77	2020/10/01 23:30:08	2020/10/01 23:30:08	HTTP	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	34.92.17.77,/match	None
39.107.246.25	2020/11/19 12:30:17	2020/11/19 12:30:17	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	39.107.246.25,/ca	None
103.224.82.194	2020/09/05 11:42:48	2020/12/18 18:25:23	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	fuckbc.ctlers.club,/dpixel,cobalt.ctlers.club,/visit.js	None
103.39.217.134	2020/09/21 04:24:19	2020/09/21 04:24:19	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	103.39.217.134,/updates.rss	None
103.238.224.138	2020/02/28 19:47:51	2020/06/11 10:26:12	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	103.238.224.138,/pixel.gif	None
185.244.150.146	2020/12/31 11:47:28	2020/12/31 11:47:28	HTTPS	443	4.1 and later	1580103814	defb5d95ce99e1ebbf421a1a38d9cb64	savann.org,/cx	None
103.100.208.44	2020/11/22 07:47:46	2021/01/01 01:36:53	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	103.100.208.44,/__utm.gif	None
45.158.32.74	2020/12/16 13:33:28	2020/12/16 13:33:28	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	45.158.32.74,/Forums.css	45.158.32.74
207.148.82.196	2020/06/11 10:17:31	2020/08/03 12:05:03	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	police.ctlers.club,/5aq/XP/SY75Qyw.htm	cobalt.ctlers.club
195.123.210.209	2021/01/08 06:00:09	2021/01/08 06:00:09	DNS	53	4.1 and later	1580103814	defb5d95ce99e1ebbf421a1a38d9cb64	update.admsaccess.com,/IE9CompatViewList.xml	None
106.12.107.183	2020/11/22 07:22:11	2020/11/22 07:22:11	HTTP	80	4.0	16777216	defb5d95ce99e1ebbf421a1a38d9cb64	106.12.107.183,/dpixel	None
18.163.129.219	2020/08/03 08:43:36	2020/08/03 08:43:36	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	survey.gallup.com,/user/manager	diz0zog9i207j.cloudfront.net
107.172.190.129	2020/07/29 06:10:40	2020/09/22 08:48:58	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	107.172.190.129,/match	None
167.179.84.177	2020/09/02 12:55:07	2020/09/02 12:55:07	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	167.179.84.177,/jquery-3.3.1.min.js	None
139.180.193.94	2020/09/29 19:34:31	2021/01/10 06:58:15	HTTP	8080	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	139.180.193.94,/IE9CompatViewList.xml	None
139.155.51.228	2020/11/25 02:42:45	2020/12/17 08:46:59	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	139.155.51.228,/j.ad	None
35.247.149.150	2020/12/18 22:08:28	2020/12/18 22:08:28	HTTPS	443	4.0	0 (trial)	defb5d95ce99e1ebbf421a1a38d9cb64	magicdate.io,/updates	magicdate.io
45.77.173.124	2020/03/26 20:23:29	2020/05/06 09:21:38	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	45.77.173.124,/cx	None
45.32.16.170	2020/12/17 04:06:16	2020/12/31 18:32:55	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	45.32.16.170,/pixel	None
103.143.81.177	2020/11/18 20:49:54	2020/11/18 20:49:54	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	103.143.81.177,/fwlink	None
5.34.178.204	2020/12/16 21:42:13	2021/01/02 08:25:19	HTTP	80	4.1 and later	1580103814	defb5d95ce99e1ebbf421a1a38d9cb64	intlupdate.com,/pixel	None
103.149.27.116	2020/04/20 23:17:11	2021/01/02 06:55:55	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	103.149.27.116,/en_US/all.js	None
108.61.200.55	2020/04/22 05:12:13	2021/01/01 22:17:54	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	108.61.200.55,/match	None
35.220.251.97	2020/09/04 04:29:35	2021/01/01 09:35:42	HTTPS	443	4.1 and later	0 (trial&cracked)	defb5d95ce99e1ebbf421a1a38d9cb64	csxeiaweuao781cs.cf,/updates	csxeiaweuao781cs.cf
137.220.56.44	2020/11/04 23:41:55	2020/11/14 10:59:50	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	137.220.56.44,/match	None
194.56.77.247	2021/01/10 14:00:47	2021/01/10 14:00:47	HTTP	8080	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	194.56.77.247,/IE9CompatViewList.xml	None
51.255.225.253	2020/09/27 22:26:51	2020/09/27 22:26:51	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	51.255.225.253,/jquery-3.3.1.min.js	None
120.78.208.129	2020/04/25 11:16:54	2020/04/25 11:16:54	DNS	53	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	ztoxc.rz6.tech,/__utm.gif,ztoxv.rz6.tech,/fwlink	None
51.83.200.186	2020/09/01 16:03:03	2020/09/01 16:03:03	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	51.83.200.186,/updates.rss	None
45.134.83.64	2020/05/22 13:32:33	2020/05/22 13:32:33	HTTP	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	45.134.83.64,/j.ad	None
39.106.107.82	2020/11/07 14:53:54	2020/11/07 14:53:54	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	
1.180.27.204,/jquery-3.3.1.min.js,1.180.31.231,/jquery-3.3.1.min.js,1.189.99.249,/jquery-3.3.1.min.js,1.193.146.237,/jquery-3.3.1.min.js,1.193.218.118,/jquery-3.3.1.min.js,1.193.217.120,/jquery-3.3.1.min.js,1.190.42.217,/jquery-3.3.1.min.js	oa-suspport.microsoft.com
82.118.22.101	2020/12/31 04:14:16	2020/12/31 04:14:16	HTTPS	443	4.1 and later	1580103814	defb5d95ce99e1ebbf421a1a38d9cb64	82.118.22.101,/load	None
218.253.251.71	2020/05/23 03:37:16	2021/01/05 10:08:31	HTTP	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	218.253.251.71,/cx	None
155.94.135.156	2020/09/29 05:31:18	2020/12/28 14:17:25	HTTP	8080	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	204.44.85.4,/fwlink	None
96.30.194.63	2020/12/18 03:07:12	2021/01/02 00:20:31	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	96.30.194.63,/updates.rss	None
103.74.192.59	2021/01/11 10:16:00	2021/01/11 10:16:00	HTTP	8888	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	103.74.192.59,/pixel.gif	None
149.28.147.25	2020/04/21 15:01:06	2020/08/04 05:29:55	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	149.28.147.25,/j.ad	None
36.27.214.199	2020/12/03 07:14:10	2020/12/16 09:59:59	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	36.27.214.199,/en	update1.unixupdate.xyz
139.155.245.29	2020/12/18 04:38:53	2020/12/18 04:38:53	HTTP	80	4.0	0 (trial)	defb5d95ce99e1ebbf421a1a38d9cb64	139.155.245.29,/push	None
155.138.164.216	2020/08/01 06:44:42	2020/11/19 22:23:14	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	chmowd.xyz,/MicrosoftUpdate/ShellEx/KB242742/default.aspx	None
139.162.99.190	2020/12/30 22:30:03	2020/12/30 22:30:03	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	svchost.freedynamicdns.org,/ga.js	None
45.195.158.39	2020/11/20 01:46:20	2020/12/17 20:34:44	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	45.195.158.39,/updates	None
108.61.247.237	2021/01/01 17:17:05	2021/01/01 17:17:05	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	108.61.247.237,/design/img/list.jpg	www.eye-watch.in
204.44.83.217	2020/08/01 18:55:50	2020/09/26 10:08:43	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	204.44.83.217,/pixel.gif	None
193.34.167.18	2020/12/16 23:58:10	2021/01/02 07:04:39	HTTP	80	4.1 and later	1580103814	defb5d95ce99e1ebbf421a1a38d9cb64	intlupdate.com,/pixel	None
106.14.0.74	2020/12/03 09:59:31	2020/12/03 09:59:31	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	106.14.0.74,/cx	None
107.151.194.117	2020/04/20 14:33:01	2020/05/07 06:53:42	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	107.151.194.117,/dpixel	None
208.51.62.30	2020/03/27 07:33:43	2020/08/01 23:39:26	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	cobalt.ctlers.club,/j.ad	None
167.179.99.251	2020/09/01 14:30:50	2020/12/31 21:23:57	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	167.179.99.251,/cm	None
218.253.251.71	2020/09/23 03:22:35	2020/11/24 06:37:41	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	218.253.251.71,/dpixel	None
218.253.251.74	2020/10/24 12:11:27	2020/12/30 11:00:05	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	218.253.251.74,/c/msdownload/update/others/2016/12/29136388_	download.windowsupdate.com
213.152.186.52	2021/01/01 17:33:49	2021/01/01 17:33:49	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	213.152.186.52,/g.pixel	None
43.246.208.46	2020/08/30 18:37:50	2020/12/17 03:01:20	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	43.246.208.46,/dot.gif	None
198.13.51.20	2020/05/13 05:30:55	2020/05/13 05:30:55	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	198.13.51.20,/pixel.gif	None
208.51.62.27	2020/04/22 14:04:10	2020/08/03 01:35:26	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	cobalt.ctlers.club,/j.ad	None
95.179.142.101	2020/08/03 15:51:16	2020/09/03 05:27:38	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	update1.microsoftupdaters.info,/ab	update1.microsoftupdaters.info
45.11.19.217	2020/12/31 11:05:44	2020/12/31 11:05:44	HTTP	80	4.1 and later	1580103814	defb5d95ce99e1ebbf421a1a38d9cb64	mapizzamates.com,/updates.rss	None
173.248.240.41	2020/11/05 20:16:21	2020/11/20 20:01:20	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	173.248.240.41,/_/scs/mail-static/_/js/	None
109.206.246.251	2021/01/01 21:14:07	2021/01/01 21:14:07	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	109.206.246.251,/search/	www.bing.com
80.251.220.33	2020/07/28 14:23:49	2020/07/28 14:23:49	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	80.251.220.33,/__utm.gif	None
149.28.66.7	2020/07/31 10:36:25	2020/09/21 23:37:25	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	149.28.66.7,/visit.js	None
45.138.81.74	2020/10/29 04:59:49	2020/11/18 18:41:54	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	45.138.81.74,/updates	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:79.0) Gecko/20100101 Firefox/79.0
173.82.236.130	2020/07/28 20:43:17	2020/11/23 15:13:44	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	173.82.236.130,/ga.js	None
45.32.41.126	2020/12/17 15:27:47	2020/12/17 15:27:47	HTTPS	8443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	www.stubanti.xyz,/watch	www.youtube.com,www.stubanti.xyz
52.187.108.246	2020/09/04 09:34:06	2020/09/04 09:34:06	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	52.187.108.246,/update	None
119.45.5.195	2020/11/19 03:58:15	2020/11/19 03:58:15	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	119.45.5.195,/fwlink	None
155.94.138.39	2021/01/05 13:26:34	2021/01/05 13:26:34	HTTP	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	155.94.138.39,/pixel.gif	None
81.70.30.97	2020/09/24 16:40:42	2020/09/24 16:40:42	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	81.70.30.97,/match	None
45.147.229.157	2020/12/17 05:46:01	2020/12/31 08:05:53	HTTPS	443	4.1 and later	1580103814	defb5d95ce99e1ebbf421a1a38d9cb64	45.147.229.157,/j.ad	None
68.183.238.81	2020/07/30 13:57:47	2020/07/30 13:57:47	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	68.183.238.81,/ptj	None
18.163.129.219	2020/08/11 07:26:32	2020/08/11 07:26:32	HTTPS	8443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	www.xbox5.gq,/user/manager	diz0zog9i207j.cloudfront.net
172.241.27.244	2020/12/24 06:43:25	2020/12/27 09:52:09	HTTP	8888	4.1 and later	1580103814	defb5d95ce99e1ebbf421a1a38d9cb64	matesmapizza.com,/cm	None
8.210.151.127	2020/12/30 04:45:46	2020/12/30 04:45:46	HTTP	80	4.1 and later	0 (trial&cracked)	defb5d95ce99e1ebbf421a1a38d9cb64	192.168.123.69,/ptj	None
164.155.95.55	2020/11/26 10:12:45	2020/11/26 10:12:45	HTTP	8888	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	164.155.95.55,/match	None
154.223.170.138	2020/04/17 23:38:01	2020/05/12 02:33:01	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	154.223.170.138,/dpixel	None
139.180.186.130	2020/09/05 11:12:29	2020/09/27 18:59:40	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	139.180.186.130,/activity	None
108.61.247.237	2020/12/28 20:20:52	2021/01/10 21:38:29	HTTP	8080	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	108.61.247.237,/jscroll/board/list.jpg	www.eye-watch.in
103.234.72.226	2020/11/14 19:08:54	2020/12/31 06:48:47	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	cdn.az.gov,/jquery-3.3.1.min.js,a1.awsstatic.com,/jquery-3.3.1.min.js,f0.awsstatic.com,/jquery-3.3.1.min.js	d1pzf8j3s3tz7y.cloudfront.net
43.224.35.134	2020/08/05 12:56:44	2020/08/05 12:56:44	HTTP	8080	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	43.224.35.134,/updates.rss	None
35.229.170.78	2020/04/23 17:01:19	2020/04/23 17:01:19	HTTPS	8080	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	35.229.170.78,/IE9CompatViewList.xml	None
109.169.67.181	2020/06/23 08:49:39	2020/06/23 08:49:39	HTTP	8080	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	web.chennets.xyz,/ptj	None
116.204.170.206	2020/07/03 21:01:18	2020/07/03 21:01:18	HTTPS	8443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	116.204.170.206,/activity	None
144.48.9.170	2020/12/06 10:59:49	2020/12/06 10:59:49	HTTP	8080	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	144.48.9.170,/ga.js	None
146.56.246.18	2020/12/03 23:36:58	2020/12/03 23:36:58	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	146.56.246.18,/coupon/centerpage	mall.360.cn
103.153.100.188	2020/12/30 05:54:23	2020/12/30 05:54:23	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	58.215.145.131,/visit.js,14.29.40.10,/updates.rss,118.123.241.213,/dpixel,118.180.56.204,/pixel,36.156.81.226,/updates.rss,222.222.88.80,/cx,58.218.215.139,/IE9CompatViewList.xml,122.225.34.147,/ca,221.15.65.185,/updates.rss,61.168.100.231,/pixel	None
47.74.188.98	2020/05/23 03:47:50	2020/05/23 03:47:50	HTTP	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	www.google.com,/devices/	www.cdn-yamato.com
111.230.144.40	2020/12/06 22:05:38	2020/12/19 14:10:28	HTTP	8080	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	111.230.144.40,/ga.js	None
103.228.204.33	2020/09/21 01:26:31	2020/09/21 01:26:31	DNS	53	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	ns1.iixixi.com,/search/,ns2.iixixi.com,/search/	cn.bing.com
158.247.213.36	2020/12/11 10:16:54	2020/12/11 10:16:54	DNS	53	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	test.akkacloud.com,/j.ad,ns1.akkacloud.com,/dot.gif	None
179.43.173.150	2020/12/18 07:27:15	2021/01/01 04:21:43	HTTP	80	4.1 and later	1580103814	defb5d95ce99e1ebbf421a1a38d9cb64	179.43.173.150,/cx	None
149.129.55.245	2020/07/09 03:58:52	2020/07/09 03:58:52	DNS	53	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	ns2.oirdc.site,/jquery-3.3.1.min.js	cdn.bootcss.com
34.92.100.50	2020/12/01 23:59:36	2020/12/31 22:29:27	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	34.92.100.50,/ms	so.com
64.225.43.60	2020/08/10 04:05:54	2020/09/12 19:40:08	HTTP	8888	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	http://entrenatemadrid.com,/en_US/all.js,http://amelgam.com/,/pixel.gif	None
129.226.15.142	2020/11/20 02:35:01	2020/12/30 10:41:21	HTTPS	443	4.1 and later	0 (trial&cracked)	defb5d95ce99e1ebbf421a1a38d9cb64	129.226.15.142,/pixel.gif	None
103.74.192.59	2020/12/30 17:34:14	2020/12/30 17:34:14	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	103.74.192.59,/fwlink	None
137.59.18.134	2020/07/30 15:27:40	2020/07/30 15:27:40	HTTP	80	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	137.59.18.134,/pixel.gif	None
208.51.62.26	2020/03/27 01:00:06	2020/08/02 06:26:38	HTTPS	443	4.0	305419896 (leaked)	defb5d95ce99e1ebbf421a1a38d9cb64	cobalt.ctlers.club,/j.ad	None
